book_id,goodreads_title,isbn_lookup,openlibrary_found,openlibrary_id,openlibrary_url,openlibrary_title,publish_date,page_count,publishers,primary_publisher,subjects,primary_subject,subject_count,cover_url
177,Crime and Punishment,0143058142,True,OL7361882M,http://openlibrary.org/books/OL7361882M/Crime_and_Punishment_(Penguin_Classics),Crime and Punishment (Penguin Classics),"June 16, 2005",1.0,Penguin Audio,Penguin Audio,English Translations; Russian literature; Novela psicológica; Fiction; Translations into Yiddish; Psychological fiction; German language; Murder,English Translations,63,https://covers.openlibrary.org/b/id/111733-L.jpg
180,Siddhartha,0553208845,True,OL15979990M,http://openlibrary.org/books/OL15979990M/Siddhartha,Siddhartha,1971,152.0,Bantam Books,Bantam Books,Alegorías; Buddha (The concept); Buddha and Buddhism; Buddhism; Buddhist Philosophy; Budismo; Chrestomathies and readers; Classic Literature,Alegorías,58,https://covers.openlibrary.org/b/id/6456720-L.jpg
181,In Cold Blood,0679745580,True,OL61508837M,http://openlibrary.org/books/OL61508837M/In_Cold_Blood,In Cold Blood,1994,343.0,Vintage,Vintage,"True; Crime; Murder; Mystery; Cas, Études de; Meurtre; Análisis de casos; Asesinato",True,45,https://covers.openlibrary.org/b/id/15206099-L.jpg
182,"Beautiful Creatures (Caster Chronicles, #1)",0316042676,True,OL22842232M,http://openlibrary.org/books/OL22842232M/Beautiful_Creatures_(Caster_Chronicles_Series_Book_1),"Beautiful Creatures (Caster Chronicles Series, Book 1)",12/01/2009,563.0,"Little, Brown and Co.","Little, Brown and Co.",Dreams; Fiction; High schools; History; Juvenile Fiction; Love; Psychic ability; Recluses,Dreams,31,https://covers.openlibrary.org/b/id/15121647-L.jpg
183,"Clockwork Angel (The Infernal Devices, #1)",1416975861,True,OL24356802M,http://openlibrary.org/books/OL24356802M/Clockwork_Angel,Clockwork Angel,2011,,Walker Books (UK); Margaret K. McElderry,Walker Books (UK),New York Times bestseller; nyt:paperback_books=2011-10-01; London (England); Orphans; Fiction; Supernatural; Secret societies; Demonology,New York Times bestseller,34,https://covers.openlibrary.org/b/id/13149905-L.jpg
184,Matilda,0141301066,True,OL7359323M,http://openlibrary.org/books/OL7359323M/Matilda,Matilda,1998,240.0,Puffin,Puffin,juvenile fiction; Schools; Girls; Spanish language; Translations from English; Fiction; Humorous stories; Écoles,juvenile fiction,55,https://covers.openlibrary.org/b/id/9206173-L.jpg
185,The Night Circus,0385534639,True,OL24983156M,http://openlibrary.org/books/OL24983156M/The_Night_Circus,The Night Circus,2011,516.0,Doubleday; Anchor Books,Doubleday,New York Times bestseller; Fiction; Magicians; Circus; Games; Circus performers; nyt:hardcover_fiction=2011-12-24; Psychokinesis,New York Times bestseller,20,https://covers.openlibrary.org/b/id/8750523-L.jpg
186,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",0743227441,True,OL20948529M,http://openlibrary.org/books/OL20948529M/The_Other_Boleyn_Girl,The Other Boleyn Girl,2007,664.0,Pocket Star Books; Touchstone; Touchstone Books; Touchstone/Simon & Schuster,Pocket Star Books,"Mistresses; Kings and rulers; Fiction; Paramours; Sisters; History; Fiction, historical, general; England, fiction",Mistresses,13,https://covers.openlibrary.org/b/id/13157688-L.jpg
187,"Uglies (Uglies, #1)",0689865384,True,OL3314799M,http://openlibrary.org/books/OL3314799M/Uglies,Uglies,2005,425.0,Simon Pulse,Simon Pulse,Young adult fiction; Teenage girls; Juvenile fiction; Fiction; Science fiction; Personal Beauty; Friendship; Children's fiction,Young adult fiction,31,https://covers.openlibrary.org/b/id/15087957-L.jpg
189,"The Lord of the Rings (The Lord of the Rings, #1-3)",0618640150,True,OL3404981M,http://openlibrary.org/books/OL3404981M/The_Lord_of_the_Rings,The Lord of the Rings,2005,1178.0,Houghton Mifflin,Houghton Mifflin,The Lord of the Rings; Fiction; Ficción; English Fantasy fiction; Ficción fantástica inglesa; Fantasy fiction; Open Library Staff Picks; Middle Earth (Imaginary place),The Lord of the Rings,36,https://covers.openlibrary.org/b/id/8314542-L.jpg
190,Wild: From Lost to Found on the Pacific Crest Trail,0307592731,True,OL25025358M,http://openlibrary.org/books/OL25025358M/Wild,Wild,2012,315.0,Alfred A. Knopf,Alfred A. Knopf,Travel; American Authors; Biography; Description and travel; Self-actualization (Psychology) in women; Hiking; Biographies as Topic; Healing power of Nature,Travel,28,https://covers.openlibrary.org/b/id/7249596-L.jpg
191,Watchmen,0930289234,True,OL15479330M,http://openlibrary.org/books/OL15479330M/Watchmen,Watchmen,1987,413.0,DC Comics Inc.; DC Comics,DC Comics Inc.,"Watchmen (Comic strip); Graphic novels; Comic books, strips; New York Times bestseller; nyt:paperback_graphic_books=2009-03-15; Comics & graphic novels, science fiction; Superheroes; Crimes against",Watchmen (Comic strip),27,https://covers.openlibrary.org/b/id/6459694-L.jpg
192,"The Name of the Wind (The Kingkiller Chronicle, #1)",075640407X,True,OL46835937M,http://openlibrary.org/books/OL46835937M/The_Name_of_the_Wind,The Name of the Wind,"April 1, 2007",662.0,Penguin Group DAW,Penguin Group DAW,orphans; American fantasy fiction; Adult books for young adults; epic fiction; series; Juvenile audience; demons; quests,orphans,55,https://covers.openlibrary.org/b/id/13409756-L.jpg
193,Outliers: The Story of Success,0316017922,True,OL17030758M,http://openlibrary.org/books/OL17030758M/Outliers,Outliers,2008,309.0,"Little, Brown and Co.","Little, Brown and Co.",Psychology; Business; Successful people; Success; Nonfiction; nyt:paperback_business_books=2012-02-25; New York Times bestseller; Interpersonal relations,Psychology,29,https://covers.openlibrary.org/b/id/6581522-L.jpg
194,"Moby-Dick or, The Whale",0142437247,True,OL3704476M,http://openlibrary.org/books/OL3704476M/Moby-Dick_or_The_whale,"Moby-Dick, or, The whale",2003,654.0,Penguin Books,Penguin Books,American Sea stories; Mentally ill; Whaling; Science Fiction & Fantasy; Whales; great_books_of_the_western_world; Translations into French; Literature,American Sea stories,104,https://covers.openlibrary.org/b/id/110556-L.jpg
195,The Guernsey Literary and Potato Peel Pie Society,0385340990,True,OL10150993M,http://openlibrary.org/books/OL10150993M/The_Guernsey_Literary_and_Potato_Peel_Pie_Society,The Guernsey Literary and Potato Peel Pie Society,2008,288.0,The Dial Press,The Dial Press,New York Times bestseller; nyt:trade_fiction_paperback=2010-07-11; Literature; Epistolary fiction; Fiction; Women authors; Book clubs (Discussion groups); History,New York Times bestseller,41,https://covers.openlibrary.org/b/id/14859218-L.jpg
196,Fight Club,0393327345,True,OL23292542M,http://openlibrary.org/books/OL23292542M/Fight_Club,Fight Club,1997,208.0,Henry Holt; W. W. Norton; Owl Books,Henry Holt,Fiction; Millennialism; Young men; Science fiction; open_syllabus_project; Hand-to-hand fighting; Gangs; Self-destructive behavior,Fiction,22,https://covers.openlibrary.org/b/id/14614869-L.jpg
197,"Dead Until Dark (Sookie Stackhouse, #1)",0441008534,True,OL3664332M,http://openlibrary.org/books/OL3664332M/Dead_Until_Dark_(Sookie_Stackhouse_1),"Dead Until Dark (Sookie Stackhouse, #1)",2001,260.0,Ace Books; Berkley Pub. Group,Ace Books,Vampires; Cocktail servers; Telepathy; Waitresses; Fiction; Fantasy; New York Times bestseller; Urban Fantasy,Vampires,25,https://covers.openlibrary.org/b/id/6676125-L.jpg
198,The Color Purple,9780671727812,False,,,,,,,,,,0,
199,Marley and Me: Life and Love With the World's Worst Dog,9780739461212,False,,,,,,,,,,0,
200,And Then There Were None,0312330871,True,OL3301827M,http://openlibrary.org/books/OL3301827M/And_Then_There_Were_None,And Then There Were None,2004?,277.0,St. Martin's Griffin,St. Martin's Griffin,Roman policier; French language materials; Français (langue); Lectures et morceaux choisis; cyanide poisoning; chloral hydrate; potassium cyanide; Scotland Yard,Roman policier,40,https://covers.openlibrary.org/b/id/12387509-L.jpg
201,"The Lost Symbol (Robert Langdon, #3)",0385504225,True,OL23949087M,http://openlibrary.org/books/OL23949087M/The_Lost_Symbol,The Lost Symbol,2009,509.0,Doubleday,Doubleday,"Suspense & Thriller; Historical Fiction; Aventures; Langdon, Robert (Personnage fictif); Kidnapping; Signes et symboles; Secret societies; Cryptographers",Suspense & Thriller,61,https://covers.openlibrary.org/b/id/9322682-L.jpg
202,"Hush, Hush (Hush, Hush, #1)",1416989412,True,OL23202475M,http://openlibrary.org/books/OL23202475M/Hush_hush,"Hush, hush",2010,,Simon & Schuster Books for Young Readers,Simon & Schuster Books for Young Readers,Fiction; Angels; Supernatural; Dating (Social customs); High schools; Schools; Best friends; Friendship,Fiction,18,https://covers.openlibrary.org/b/id/9497576-L.jpg
204,A Christmas Carol,1561797464,True,OL8638433M,http://openlibrary.org/books/OL8638433M/A_Christmas_Carol_(Great_Stories),A Christmas Carol (Great Stories),"October 1, 1999",104.0,Bethany House Publishers,Bethany House Publishers,"Children's fiction; Toy and movable books; Christmas, fiction; Children's plays, English; Christmas; Drama; Ghosts; Plays",Children's fiction,186,https://covers.openlibrary.org/b/id/794448-L.jpg
205,"Interview with the Vampire (The Vampire Chronicles, #1)",0345476875,True,OL9326010M,http://openlibrary.org/books/OL9326010M/Interview_With_the_Vampire_(The_Vampire_Chronicles),Interview With the Vampire (The Vampire Chronicles),"August 31, 2004",352.0,Ballantine Books,Ballantine Books,gothic horror; vampire literature; Vampires; Translations into Spanish; Fiction; Novela; Spanish imprints; Spanish fiction,gothic horror,26,https://covers.openlibrary.org/b/id/6954770-L.jpg
207,"One for the Money (Stephanie Plum, #1)",0312362080,True,OL9766273M,http://openlibrary.org/books/OL9766273M/One_for_the_Money,One for the Money,1994,334.0,St. Martin's Griffin,St. Martin's Griffin,Women detectives; Detective and mystery stories; Bounty hunters; Stephanie Plum (Fictitious character); Private investigators; nyt:mass_market_paperback=2011-12-17; Fiction; New York Times bestseller,Women detectives,17,https://covers.openlibrary.org/b/id/14361806-L.jpg
208,The Immortal Life of Henrietta Lacks,1400052173,True,OL23988560M,http://openlibrary.org/books/OL23988560M/The_immortal_life_of_Henrietta_Lacks,The immortal life of Henrietta Lacks,2009,369.0,Crown Publishers,Crown Publishers,Cancer; Cell culture; Research; Patients; Health; HeLa cells; African American women; Medical ethics,Cancer,86,https://covers.openlibrary.org/b/id/6583106-L.jpg
210,"Vampire Academy (Vampire Academy, #1)",159514174X,True,OL17438840M,http://openlibrary.org/books/OL17438840M/Vampire_Academy,Vampire Academy,2007,332.0,Razorbill,Razorbill,"Kings, queens, rulers, etc. in fiction; Magic; Vampires; Social classes in fiction; Juvenile fiction; Kings, queens, rulers; Magic in fiction; Fiction","Kings, queens, rulers, etc. in fiction",41,https://covers.openlibrary.org/b/id/13745442-L.jpg
211,Blink: The Power of Thinking Without Thinking,0316010669,True,OL24055710M,http://openlibrary.org/books/OL24055710M/Blink,Blink,"April 3, 2007",320.0,Back Bay Books,Back Bay Books,Intuition; Education; Recovery; Business; Intuïtie; Prise de décision (Psychologie); Open Library Staff Picks; Besluitvorming,Intuition,39,https://covers.openlibrary.org/b/id/6291252-L.jpg
212,Atonement,038572179X,True,OL32651443M,http://openlibrary.org/books/OL32651443M/Atonement,Atonement,2007?,351.0,Anchor Books,Anchor Books,historical romance; Dunkirk Evacuation; National Book Critics Circle Award Winner; award:national_book_critics_circle_award=2002; award:national_book_critics_circle_award=fiction; Psychological fiction; Teenage girls; Fiction,historical romance,45,https://covers.openlibrary.org/b/id/14950941-L.jpg
213,The Metamorphosis,0553213695,True,OL22474238M,http://openlibrary.org/books/OL22474238M/The_metamorphosis,The metamorphosis,1986,201.0,Bantam Books,Bantam Books,Fantasy fiction; Children's fiction; Lectures et morceaux choisis; Fantastique; Nouvelles; Métamorphose; Romans; Famille,Fantasy fiction,75,https://covers.openlibrary.org/b/id/8694137-L.jpg
214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",0141382899,True,OL31516750M,http://openlibrary.org/books/OL31516750M/Percy_Jackson_and_the_Titan's_Curse,Percy Jackson and the Titan's Curse,2007-12-05,304.0,Puffin,Puffin,Serie:Percy_Jackson_and_the_Olympians; nyt:series_books=2007-07-21; New York Times bestseller; Fictitious Character; Children's Fiction; Fiction; Greek Mythology; Juvenile fiction,Serie:Percy_Jackson_and_the_Olympians,22,https://covers.openlibrary.org/b/id/10525423-L.jpg
215,Ready Player One,030788743X,True,OL24842593M,http://openlibrary.org/books/OL24842593M/Ready_Player_One,Ready Player One,"August 16, 2011",374.0,Crown Publishers,Crown Publishers,"Regression (Civilization); Utopias; Virtual reality; Fiction; Puzzles; Fiction, science fiction, action & adventure; Fiction, dystopian; Shared virtual environments",Regression (Civilization),28,https://covers.openlibrary.org/b/id/8270105-L.jpg
216,The Art of Racing in the Rain,1554681723,True,OL32194513M,http://openlibrary.org/books/OL32194513M/The_Art_of_Racing_in_the_Rain,The Art of Racing in the Rain,"Apr 09, 2008",,Doubleday Home Library,Doubleday Home Library,Fiction; Automobile racing drivers; Dogs; Literature; New York Times bestseller; nyt:trade_fiction_paperback=2009-06-06; American fiction; Custody of children,Fiction,17,https://covers.openlibrary.org/b/id/10846033-L.jpg
217,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",9780739303412,True,OL7913977M,http://openlibrary.org/books/OL7913977M/A_Travel_Guide_to_Heaven,A Travel Guide to Heaven,"September 16, 2003",,Random House Audio,Random House Audio,Nonfiction; Religion & Spirituality,Nonfiction,2,https://covers.openlibrary.org/b/id/467565-L.jpg
218,"Bared to You (Crossfire, #1)",0425263908,True,OL25317242M,http://openlibrary.org/books/OL25317242M/Bared_to_you,Bared to you,2012,,Berkley Books,Berkley Books,Romance; erotica; adult; fiction; contemporary; bdsm; new adult; chick lit,Romance,15,https://covers.openlibrary.org/b/id/7239078-L.jpg
219,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",9780066238512,False,,,,,,,,,,0,
220,Twilight: The Complete Illustrated Movie Companion,0316043133,True,OL23103066M,http://openlibrary.org/books/OL23103066M/Twilight,Twilight,2008,141.0,"Little, Brown and Company","Little, Brown and Company",Fiction; Motion pictures; Twilight (Motion picture); Vampires; First loves; High school students; Costume; Setting and scenery,Fiction,16,https://covers.openlibrary.org/b/id/9989130-L.jpg
221,"A Child Called ""It"" (Dave Pelzer #1)",1558743669,True,OL26687088M,http://openlibrary.org/books/OL26687088M/A_child_called_it,"A child called ""it""",1995,200.0,"Health Communications, Inc.","Health Communications, Inc.",Biography; Abused children; Foster home care; Abusive mothers; Family violence; Family relationships; Children of alcoholics; Biografía,Biography,52,https://covers.openlibrary.org/b/id/14559605-L.jpg
222,"The Bourne Identity (Jason Bourne, #1)",0752864327,True,OL7984799M,http://openlibrary.org/books/OL7984799M/The_Bourne_Identity_(Read_a_Great_Movie),The Bourne Identity (Read a Great Movie),"March 24, 2005",576.0,"Orion; Orion Publishing Group, Limited",Orion,"Fiction, thrillers, general","Fiction, thrillers, general",1,https://covers.openlibrary.org/b/id/499535-L.jpg
223,"Artemis Fowl (Artemis Fowl, #1)",0786817879,True,OL8142189M,http://openlibrary.org/books/OL8142189M/Artemis_Fowl_(Artemis_Fowl_Book_1),"Artemis Fowl (Artemis Fowl, Book 1)","April 1, 2003",316.0,Miramax,Miramax,Artemis Fowl; Eoin Colfer; fairies; Kidnapping; Fiction; Demonology; Time travel; New York Times bestseller,Artemis Fowl,87,https://covers.openlibrary.org/b/id/12636226-L.jpg
224,"Fallen (Fallen, #1)",0385738935,True,OL24032676M,http://openlibrary.org/books/OL24032676M/Fallen,Fallen,2009,,Delacorte Press,Delacorte Press,Fiction; Love; Reincarnation; Supernatural; Reformatories; Schools; Angels; New York Times bestseller,Fiction,17,
225,East of Eden,0142000655,True,OL27900620M,http://openlibrary.org/books/OL27900620M/East_of_Eden,East of Eden,2002,601.0,Penguin Books,Penguin Books,migrant labor; historical fiction; domestic fiction; depravity; beneficence; love; the struggle for acceptance; self-destruction,migrant labor,66,https://covers.openlibrary.org/b/id/9255320-L.jpg
226,Dark Places,0307341569,True,OL22529152M,http://openlibrary.org/books/OL22529152M/Dark_places,Dark places,2009,349.0,"Shaye Areheart Books; Crown Publishing Group, The",Shaye Areheart Books,Literature; Families; Brothers and sisters; Family; Crimes against; Fiction; Children of murder victims; Thriller,Literature,41,https://covers.openlibrary.org/b/id/11567316-L.jpg
227,The Client,0385339089,True,OL3433820M,http://openlibrary.org/books/OL3433820M/The_client,The client,2005,482.0,Bantam Dell,Bantam Dell,suicide; Fifth Amendment; lawyers; FBI; United States attorney; legal thriller; Organized crime; USA,suicide,58,https://covers.openlibrary.org/b/id/240221-L.jpg
228,"The Nanny Diaries (Nanny, #1)",0312291639,True,OL23210384M,http://openlibrary.org/books/OL23210384M/The_Nanny_Diaries_(Nanny_1),The Nanny Diaries (Nanny #1),2003,305.0,St. Martin's Press,St. Martin's Press,"Fiction, humorous; New york (n.y.), fiction","Fiction, humorous",2,https://covers.openlibrary.org/b/id/5723321-L.jpg
229,Alice's Adventures in Wonderland & Through the Looking-Glass,0451527747,True,OL24324903M,http://openlibrary.org/books/OL24324903M/Alice's_Adventures_in_Wonderland_Through_the_Looking-Glass,Alice's Adventures in Wonderland & Through the Looking-Glass,"December 12, 2000",239.0,Signet Classics,Signet Classics,"adventure and adventurers; adventure and adventurers, fiction; adventure stories; adventure travel; animals; anthropomorphism; artists' illustrated books; books and reading",adventure and adventurers,128,https://covers.openlibrary.org/b/id/14382042-L.jpg
230,Persuasion,0192802631,True,OL22593782M,http://openlibrary.org/books/OL22593782M/PERSUASION_ED._BY_JAMES_KINSLEY.,PERSUASION; ED. BY JAMES KINSLEY.,2004,249.0,OXFORD UNIV PRESS,OXFORD UNIV PRESS,"Fiction, Romance, Historical, Regency; Love stories, English; Moški in ženske; V leposlovju; Medosebni odnosi; Družbene razmere; Social life and customs; Rejection (Psychology)","Fiction, Romance, Historical, Regency",73,
231,Sarah's Key,0312370830,True,OL24832604M,http://openlibrary.org/books/OL24832604M/Sarah's_Key,Sarah's Key,2007-06,294.0,St. Martin's Press,St. Martin's Press,Vel' d'Hiv Roundup; Nazis; Family secrets; Jews; Anniversaries; Fiction; Women authors; Americans,Vel' d'Hiv Roundup,43,https://covers.openlibrary.org/b/id/8370189-L.jpg
232,"The Gunslinger (The Dark Tower, #1)",0452284694,True,OL3683087M,http://openlibrary.org/books/OL3683087M/The_gunslinger,The gunslinger,2003-07,231.0,Plume,Plume,succubus; demons; American fiction; fantastic fiction; adventure fiction; science fiction; horror fiction; fantasy,succubus,34,https://covers.openlibrary.org/b/id/14651731-L.jpg
233,Love in the Time of Cholera,140003468X,True,OL8362802M,http://openlibrary.org/books/OL8362802M/Love_in_the_Time_of_Cholera,Love in the Time of Cholera,2004?,368.0,Vintage,Vintage,Vida familiar; Family life; Historias de amor; Love stories; Ficció histórica; Historical fiction; Novels; Novela,Vida familiar,47,https://covers.openlibrary.org/b/id/10096442-L.jpg
234,Speak,014131088X,True,OL18986623M,http://openlibrary.org/books/OL18986623M/Speak,Speak,2003,197.0,Speak,Speak,"Children's fiction; Interpersonal relations, fiction; Schools, fiction; Rape, fiction; Mental health; Teenage girls; Emotional problems; Social isolation",Children's fiction,33,https://covers.openlibrary.org/b/id/15153286-L.jpg
235,The Husband's Secret,0399159347,True,OL25687539M,http://openlibrary.org/books/OL25687539M/The_Husband's_Secret,The Husband's Secret,2013,396.0,"Putnam; Amy Einhorn Books, Published by G. P. Putnam's Sons , a member of Penguin Group (USA) Inc.",Putnam,"Letters; Husband and wife; Fiction; Family secrets; Mothers of murder victims; Fiction, family life; Married people, fiction; nyt:hardcover-fiction=2013-08-25",Letters,13,https://covers.openlibrary.org/b/id/7352407-L.jpg
236,Into Thin Air: A Personal Account of the Mount Everest Disaster,0385494785,True,OL18402231M,http://openlibrary.org/books/OL18402231M/Into_thin_air,Into thin air,1999,332.0,Anchor Books/Doubleday,Anchor Books/Doubleday,History; Adventure Consultants. Guided Expedition (1996 : Mount Everest); Adventure Consultants Guided Expedition (1996 : Mount Everest); Mountain Madness (Firm) Everest Expedition (1996); Mountaineering expeditions; Open Library Staff Picks; Nature; Mountaineering,History,57,https://covers.openlibrary.org/b/id/11654314-L.jpg
237,Carrie,9781416524312,False,,,,,,,,,,0,
238,Running with Scissors,031242227X,True,OL9368573M,http://openlibrary.org/books/OL9368573M/Running_with_Scissors,Running with Scissors,"June 1, 2003",320.0,Picador,Picador,Social life and customs; American Novelists; Intellectual life; American Authors; Homes and haunts; Biography; Childhood and youth; Amherst (Mass.),Social life and customs,19,https://covers.openlibrary.org/b/id/181768-L.jpg
239,World War Z: An Oral History of the Zombie War,9780307346612,True,OL24953189M,http://openlibrary.org/books/OL24953189M/World_War_Z,World War Z,2006,342.0,Three Rivers Press,Three Rivers Press,Humor; nyt:trade_fiction_paperback=2011-08-20; Fiction; New York Times bestseller; Zombies; War; Large type books; Imaginary wars and battles,Humor,31,https://covers.openlibrary.org/b/id/6994617-L.jpg
240,"Inferno (Robert Langdon, #4)",0385537859,True,OL32776419M,http://openlibrary.org/books/OL32776419M/Inferno,Inferno,2013,,Doubleday,Doubleday,"Dante Alighieri, 1265-1321; Code and cipher stories; Fiction; Cryptographers; Robert Langdon (Fictitious character); Langdon, Robert (Fictitious character); Reading Level-Grade 7; Reading Level-Grade 9","Dante Alighieri, 1265-1321",42,https://covers.openlibrary.org/b/id/14425656-L.jpg
241,Number the Stars,0440227534,True,OL24329291M,http://openlibrary.org/books/OL24329291M/Number_the_Stars,Number the Stars,1989 (first published),136.0,Laurel Leaf,Laurel Leaf,"Fiction; Friendship; Rescue; World War, 1939-1945; Jews; Juvenile fiction; Girls & Women; Newbery Medal",Fiction,46,https://covers.openlibrary.org/b/id/13915654-L.jpg
242,"Along Came a Spider (Alex Cross, #1)",0446692638,True,OL3686362M,http://openlibrary.org/books/OL3686362M/Along_came_a_spider,Along came a spider,2003,,Warner Books,Warner Books,Fiction; Police; Secret service; Private schools; Alex Cross (Fictitious character); Police psychologists; African American police; Psychological fiction,Fiction,21,https://covers.openlibrary.org/b/id/288497-L.jpg
243,Misery,9780450417412,False,,,,,,,,,,0,
244,Sharp Objects,0307341542,True,OL3418682M,http://openlibrary.org/books/OL3418682M/Sharp_objects,Sharp objects,2006,254.0,Shaye Areheart Books,Shaye Areheart Books,"Fiction; Women journalists; Thriller; Missouri, fiction; Women journalists, fiction; Fiction, suspense; Fiction, family life; Thrillers",Fiction,26,https://covers.openlibrary.org/b/id/167972-L.jpg
245,Bridge to Terabithia,0439366771,True,OL7512321M,http://openlibrary.org/books/OL7512321M/Bridge_to_Terabithia,Bridge to Terabithia,1995,128.0,Scholastic Inc.,Scholastic Inc.,Amistad; Children's stories; Death; Ficción juvenil; Fiction; Friendship; Grief; History,Amistad,55,https://covers.openlibrary.org/b/id/12627324-L.jpg
246,"Marked (House of Night, #1)",0312360266,True,OL26228551M,http://openlibrary.org/books/OL26228551M/Marked,Marked,2007,,St. Martin's Press,St. Martin's Press,"Children's fiction; Vampires, fiction; Occultism, fiction; Fantasy fiction; nyt:paperback-books=2008-08-24; New York Times bestseller",Children's fiction,6,
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0743269519,True,OL3309247M,http://openlibrary.org/books/OL3309247M/The_7_habits_of_highly_effective_people,The 7 habits of highly effective people,2004,370.0,Free Press,Free Press,Success- Psychological aspects; Character; Success; Psychological aspects; Aspectos psicológicos; Carácter; Exito; Psychological aspects of Success,Success- Psychological aspects,59,https://covers.openlibrary.org/b/id/14829002-L.jpg
248,A Midsummer Night's Dream,0743477545,True,OL7951041M,http://openlibrary.org/books/OL7951041M/A_Midsummer_Night's_Dream_(New_Folger_Library_Shakespeare),A Midsummer Night's Dream (New Folger Library Shakespeare),"January 1, 2004",204.0,Washington Square Press,Washington Square Press,"Drama; Courtship; Plays; Hippolyta (Greek mythology); Theseus (Greek mythology); Juvenile drama; Children's plays, English; Stage history",Drama,124,https://covers.openlibrary.org/b/id/9069520-L.jpg
249,Extremely Loud and Incredibly Close,0618711651,True,OL7606266M,http://openlibrary.org/books/OL7606266M/Extremely_Loud_and_Incredibly_Close,Extremely Loud and Incredibly Close,"April 4, 2006",326.0,Mariner Books; Houghton Mifflin,Mariner Books,"Literature; Fathers and sons; nyt:combined_print_fiction=2012-03-03; Gifted persons; Fiction; Loss (Psychology); New York Times bestseller; September 11 Terrorist Attacks, 2001",Literature,29,https://covers.openlibrary.org/b/id/395159-L.jpg
250,Wonder,0375869026,True,OL25025136M,http://openlibrary.org/books/OL25025136M/Wonder,Wonder,2012-02,315.0,Alfred A. Knopf,Alfred A. Knopf,health; daily living; mainstreaming; Craniofacial Abnormalities; young adult fiction; Mark Twain Award; Special Needs; Fiction - Social Themes - Special Needs,health,64,https://covers.openlibrary.org/b/id/14303762-L.jpg
251,The Cat in the Hat,039480001X,True,OL17217658M,http://openlibrary.org/books/OL17217658M/The_cat_in_the_hat,The cat in the hat,1986,61.0,Beginner Books; Random House,Beginner Books,Nonsense verses; Children's stories; American; Readers; Juvenile fiction; Spanish literature; Poetry; Children's literature,Nonsense verses,44,https://covers.openlibrary.org/b/id/14827224-L.jpg
252,"Cinder (The Lunar Chronicles, #1)",0312641893,True,OL25101572M,http://openlibrary.org/books/OL25101572M/Cinder,Cinder,2012,390.0,Feiwel & Friends; Feiwel and Friends,Feiwel & Friends,Serie:The_Lunar_Chronicles; Extraterrestrial beings; Social classes; New York Times bestseller; Overpopulation; Kings and rulers; nyt:chapter_books=2011-12-31; Science Fiction,Serie:The_Lunar_Chronicles,27,https://covers.openlibrary.org/b/id/10386402-L.jpg
253,"The Cuckoo's Calling (Cormoran Strike, #1)",0316206849,True,OL34142772M,http://openlibrary.org/books/OL34142772M/The_Cuckoo's_Calling,The Cuckoo's Calling,"April 30, 2013",446.0,Mulholland Books,Mulholland Books,private investigators; murder; investigation; veterans; Afghan War; fiction; Cormoran Strike; crime,private investigators,23,https://covers.openlibrary.org/b/id/12554173-L.jpg
254,"Shiver (The Wolves of Mercy Falls, #1)",0545123267,True,OL23180078M,http://openlibrary.org/books/OL23180078M/Shiver,Shiver,2009,392.0,Scholastic,Scholastic,Human-animal relationships; Supernatural in fiction; Metamorphosis; Fiction; Supernatural; New York Times bestseller; nyt:series_books=2011-07-09; Wolves in fiction,Human-animal relationships,24,https://covers.openlibrary.org/b/id/6290636-L.jpg
255,Atlas Shrugged,0452011876,True,OL7589983M,http://openlibrary.org/books/OL7589983M/Atlas_Shrugged,Atlas Shrugged,"August 1, 1999",1200.0,Plume,Plume,"Classic Literature; Fiction; Literature; Fiction, action & adventure; Fiction, science fiction, general; Egoism; Capitalism; Objectivism (Philosophy)",Classic Literature,30,https://covers.openlibrary.org/b/id/296148-L.jpg
256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,0143038257,True,OL24766756M,http://openlibrary.org/books/OL24766756M/Three_cups_of_tea,Three cups of tea,2006,338.0,Viking; Penguin Books,Viking,nyt:paperback_nonfiction=2007-01-28; History; Education; New York Times bestseller; Girls' schools; Young Adult Nonfiction; Nonfiction; Biography & Autobiography,nyt:paperback_nonfiction=2007-01-28,51,https://covers.openlibrary.org/b/id/14644639-L.jpg
257,Alice in Wonderland,0517223627,True,OL7681665M,http://openlibrary.org/books/OL7681665M/Alice_in_Wonderland,Alice in Wonderland,"September 7, 2004",96.0,Gramercy,Gramercy,"Alice (fictitious character : carroll), fiction; British and irish fiction (fictional works by one author); Fiction, fantasy, general; JUVENILE FICTION; classics; Fantasy & Magic; Imagination & Play; adventure and adventurers","Alice (fictitious character : carroll), fiction",176,https://covers.openlibrary.org/b/id/321739-L.jpg
258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",9780143034912,False,,,,,,,,,,0,
